fullname,head,ogrn,class
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ПОМОЩИ СЕМЬЯМ, НАХОДЯЩИМСЯ В ТРУДНОЙ ЖИЗНЕННОЙ СИТУАЦИИ ""МАРИЯ""","АНО ""ЦЕНТР ""МАРИЯ""",1187627010702,3
"ТАЙГИНСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ КЕМЕРОВСКОГО РЕГИОНАЛЬНОГО ОТДЕЛЕНИЯ ВСЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ВЕТЕРАНОВ (ПЕНСИОНЕРОВ) ВОЙНЫ, ТРУДА, ВООРУЖЕННЫХ СИЛ И ПРАВООХРАНИТЕЛЬНЫХ ОРГАНОВ",,1034200005443,6
"ОБЩЕРОССИЙСКИЙ НАЦИОНАЛЬНЫЙ СОЮЗ ""АССОЦИАЦИЯ ОНКОЛОГОВ РОССИИ""",АОР,1057700011082,1
"ЧАСТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ИНТЕРНАТ №17 СРЕДНЕГО ОБЩЕГО ОБРАЗОВАНИЯ ИМЕНИ Д.М.КАРБЫШЕВА ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","ШКОЛА-ИНТЕРНАТ №17 ОАО ""РЖД""",1044500014327,2
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ЦЕНТР СОЦИАЛЬНО-ПСИХОЛОГИЧЕСКОЙ ПОДДЕРЖКИ СЕМЬИ И ДЕТСТВА ""ТЕРРИТОРИЯ БЕЗОПАСНОСТИ""","АНО ЦСПП СД ""ТЕРРИТОРИЯ БЕЗОПАСНОСТИ""",1183850027910,3
"РЕГИОНАЛЬНАЯ НИЖЕГОРОДСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ТЕАТРАЛЬНОГО МАСТЕРСТВА""","РНОО ""ЦЕНТР ТЕАТРАЛЬНОГО МАСТЕРСТВА""",1135200001518,6
"АРХАНГЕЛЬСКИЙ РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ПРАВОЗАЩИТНЫЙ ЭКОЛОГИЧЕСКИЙ ФОНД ""БИАРМИЯ""","АРОПЭФ ""БИАРМИЯ""",1082900000787,9
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ГРАЖДАНСКО-ПАТРИОТИЧЕСКОГО ВОСПИТАНИЯ ""ИМПУЛЬС ЕАО""","ООО ""ИМПУЛЬС ЕАО""",1197901000978,7
"ВЛАДИМИРСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ЗА РАЗВИТИЕ РЕГИОНОВ ""РЕГИОНАЛЬНАЯ ИНИЦИАТИВА""","ВРОО ""ЗА РАЗВИТИЕ РЕГИОНОВ ""РЕГИОНАЛЬНАЯ ИНИЦИАТИВА""",1153300000699,2
"ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ ХУДОЖЕСТВЕННОГО ТВОРЧЕСТВА ""НАСЛЕДИЕ ИЗОБРАЗИТЕЛЬНОГО ИСКУССТВА""","ФОНД ""НАСЛЕДИЕ ИЗОБРАЗИТЕЛЬНОГО ИСКУССТВА""",1170280042206,10
"ТЕРРИТОРИАЛЬНОЕ ОБЩЕСТВЕННОЕ САМОУПРАВЛЕНИЕ ""ПРОГРЕСС - ТЕРСА""","ТОС ""ПРОГРЕСС - ТЕРСА""",1093400001562,6
"ХУТОРСКОЕ КАЗАЧЬЕ ОБЩЕСТВО ""ХУТОР ШИГОНСКИЙ""","ХКО ""ХУТОР ШИГОНСКИЙ""",1136300003300,6
"ОТДЕЛЕНИЕ ВСЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""РУССКОЕ ГЕОГРАФИЧЕСКОЕ ОБЩЕСТВО"" В ЧУКОТСКОМ АВТОНОМНОМ ОКРУГЕ",ОТДЕЛЕНИЕ РГО В ЧУКОТСКОМ АО,1148700000063,5
"ЯРОСЛАВСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОДДЕРЖКИ СОЦИОКУЛЬТУРНЫХ И ОБРАЗОВАТЕЛЬНЫХ ПРОЕКТОВ ""ЯРОСЛАВСКОЕ ОБЩЕСТВО РУССКОЙ СЛОВЕСНОСТИ""","ЯРОО ""ЯРОСЛАВСКОЕ ОБЩЕСТВО РУССКОЙ СЛОВЕСНОСТИ""",1187627022990,5
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ИНЖЕНЕРНО-ДИЗАЙНЕРСКИЙ ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ПРОЕКТЭРО""","АНО ""ИНЖЕНЕРНО-ДИЗАЙНЕРСКИЙ ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ПРОЕКТЭРО""",1191690015560,5
АССОЦИАЦИЯ СОДЕЙСТВИЯ РАЗВИТИЮ АГРОБИОТЕХНОЛОГИЧЕСКОГО ПРОМЫШЛЕННОГО КЛАСТЕРА ОМСКОЙ ОБЛАСТИ,"АССОЦИАЦИЯ ""ОМСКИЙ БИОКЛАСТЕР""",1165543076896,5
"КРАСНОДАРСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СОЦИАЛЬНЫЙ СПОРТИВНО-ТВОРЧЕСКИЙ ЦЕНТР ""ИНКЛЮЗИЯ""","КРОО ССТЦ ""ИНКЛЮЗИЯ""",1162300051540,3
"АРМАВИРСКАЯ ГОРОДСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""МИЛОСЕРДИЕ""","АГООИ ""МИЛОСЕРДИЕ""",1102300008117,1
ВОСТОЧНО-СИБИРСКАЯ АССОЦИАЦИЯ БИОТЕХНОЛОГИЧЕСКИХ КЛАСТЕРОВ,ВСА БТК,1142468113369,9
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ КЁРЛИНГА ТЮМЕНСКОЙ ОБЛАСТИ""","РОО ""ФКТО""",1187232024561,2
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ВЕТЕРАНОВ ТРУДА РЕСПУБЛИКИ ТЫВА ""ТЕРРИТОРИЯ ПАМЯТИ ""ХАЙЫРАКАН"" (СВЯЩЕННАЯ ГОРА)","РОО ВЕТЕРАНОВ ТРУДА РТ ""ТЕРРИТОРИЯ ПАМЯТИ ""ХАЙЫРАКАН""",1191700000535,12
АССОЦИАЦИЯ ТЕРРИТОРИАЛЬНЫХ ОБЩЕСТВЕННЫХ САМОУПРАВЛЕНИЙ ГОРОДА УЛАН-УДЭ,АССОЦИАЦИЯ ТОС Г.УЛАН-УДЭ,1180327005430,12
"ЦЕНТРАЛИЗОВАННАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ АССОЦИАЦИЯ ХРИСТИАНСКИХ ЕВАНГЕЛЬСКИХ ЦЕРКВЕЙ ""СОЮЗ ХРИСТИАН""",,1037858008605,3
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ""РОДНИК"" КАЛИНИНСКОГО РАЙОНА ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН","АНО ЦСОН ""РОДНИК"" КАЛИНИНСКОГО РАЙОНА ГО Г. УФЫ РБ",1150280025840,1
"ХУТОРСКОЕ КАЗАЧЬЕ ОБЩЕСТВО ГАГАРИНСКОЕ КАЗАЧЬЕГО ОБЩЕСТВА МОРОЗОВСКИЙ КАЗАЧИЙ ЮРТ ВОЙСКОВОГО КАЗАЧЬЕГО ОБЩЕСТВА ""ВСЕВЕЛИКОЕ ВОЙСКО ДОНСКОЕ"" МОРОЗОВСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ","ХКО ""ГАГАРИНСКОЕ""",1156100000264,6
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЭКОНОМИКО-ПРАВОВАЯ ШКОЛА ФБК""","АНО ""ЭПШ ФБК""",1027700058902,5
"ТУЛЬСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ВОЛОНТЕРСКАЯ ОРГАНИЗАЦИЯ ""ДОБРОВОЛЬЧЕСКИЙ ПОИСКОВО-СПАСАТЕЛЬНЫЙ ОТРЯД ""ПОИСК 71""","ТРОВО ""ДПСО ""ПОИСК 71""",1187154014662,3
ФОНД СОДЕЙСТВИЯ ОКАЗАНИЮ ПСИХОТЕРАПЕВТИЧЕСКОЙ ПОМОЩИ НАСЕЛЕНИЮ ИМЕНИ ГЕОРГИЯ НЕСТОРОВИЧА СПЕРАНСКОГО,ФОНД ИМЕНИ Г.Н. СПЕРАНСКОГО,1197700007251,2
"НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ЮНИКС ЦЕНТР""","НОЧУ ДПО ""ЮНИКС ЦЕНТР""",1027810308371,5
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""ДОВЕРИЕ""","АНО ""ЦСОН ВО ""ДОВЕРИЕ""",1183525003430,1
"МУРМАНСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР РАЗВИТИЯ АВИАЦИИ ОБЩЕГО НАЗНАЧЕНИЯ ""АВИАТОР""","МРОО ""ЦРАОН ""АВИАТОР""",1185190003492,5
"САНКТ-ПЕТЕРБУРГСКАЯ БЛАГОТВОРИТЕЛЬНАЯ КУЛЬТУРНО-ПРОСВЕТИТЕЛЬСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ РАЗВИТИЮ ЕВРЕЙСКОЙ КУЛЬТУРЫ ""АДАИН ЛО""","СПББОО ""АДАИН ЛО""",1037858025897,1
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР СТРАТЕГИЧЕСКОГО ПЛАНИРОВАНИЯ И ИНВЕСТИЦИЙ ""СУТОРА""","АНО ""ЦЕНТР СТРАТЕГИЧЕСКОГО ПЛАНИРОВАНИЯ И ИНВЕСТИЦИЙ""СУТОРА""",1176600002424,5
"ВОЛЖСКАЯ ГОРОДСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ТЕННИСНЫЙ КЛУБ ""КОРТ-86""","ВГОО ТК ""КОРТ-86""",1023400010864,2
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МЕЖДУНАРОДНЫЙ ИНСТИТУТ МЕНЕДЖМЕНТА ЛИНК""",АНО ВО МИМ ЛИНК,1155000003718,5
"ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РОССИЙСКОЕ ОБЩЕСТВО ПАТОЛОГОАНАТОМОВ""",РОП,1047746008970,5
"ВОЛГОГРАДСКАЯ РЕГИОНАЛЬНАЯ МОЛОДЕЖНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ПОИСК""","ВРМОО ""ПОИСК""",1023400015616,7
"ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ФОРС ВЕДДА""","ЧУДО ""ФОРС ВЕДДА""",1135200003410,5
МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ВЕТЕРАНОВ (ПЕНСИОНЕРОВ) ДРОЖЖАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН,МОО ВЕТЕРАНОВ (ПЕНСИОНЕРОВ) ДМР РТ,1161690126652,6
"ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РОССИЙСКАЯ АССОЦИАЦИЯ ЗАЩИТЫ РЕЛИГИОЗНОЙ СВОБОДЫ"" (РАРС)",ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ РАРС,1147799018861,10
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ РАЗВИТИЮ СЕМЬИ, МАТЕРИНСТВА И ДЕТСТВА ""ТЁПЛЫЙ ВЕТЕР""","АНО ""ТЁПЛЫЙ ВЕТЕР""",1194700000681,3
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СЕРДОЛИК""","ФОНД ""СЕРДОЛИК""",1062202032419,7
"МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""МАМЫ ЯЛТЫ""","МОО ""МАМЫ ЯЛТЫ""",1179102022439,5
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДОБРО""","БФ ""ДОБРО""",1143500000775,3
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ РЕАБИЛИТАЦИИ ДЕТЕЙ С ОНКОЛОГИЧЕСКИМИ И ГЕМАТОЛОГИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ ""ДЕТИ""","АНО ""ДЕТИ""",1067799029198,1
"МЕЖРЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ САНКТ-ПЕТЕРБУРГА И ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""АССОЦИАЦИЯ СПЕЦИАЛИСТОВ ПО СВЯЗЯМ С ОБЩЕСТВЕННОСТЬЮ""",МОО СПБ И ЛО АССО,1077800021155,7
"РЕГИОНАЛЬНАЯ МОЛОДЁЖНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""МОЛОДЁЖНЫЙ ПАРЛАМЕНТ РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ""",МПРСО-А,1171513002858,9
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ПОДДЕРЖКИ ЗДОРОВОГО ОБРАЗА ЖИЗНИ ""СТАРТ""","АНО ЦП ЗОЖ ""СТАРТ""",1152468014973,2
МЕСТНАЯ ПРАВОСЛАВНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРИХОД ВО ИМЯ СВЯТОГО ВЕЛИКОМУЧЕНИКА ДИМИТРИЯ СОЛУНСКОГО СЕЛА ЛЕНИНО НОВОШЕШМИНСКОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН ЧИСТОПОЛЬСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ),,1111600002656,10
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ""БЕЗЫМЯНСКИЙ"" ГОРОДСКОГО ОКРУГА САМАРА","АНО ""ЦСОН ""БЕЗЫМЯНСКИЙ""",1176313018639,1
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПО ОКАЗАНИЮ ЮРИДИЧЕСКОЙ ПОМОЩИ И ЗАЩИТЕ ПРАВ ЧЕЛОВЕКА ""ПРОГРЕСС""",,1182375079370,8
ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ БУРЯТСКОЕ РЕГИОНАЛЬНОЕ ОБЪЕДИНЕНИЕ ПО БАЙКАЛУ,БРОБ,1020300001644,9
МЕЖРЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ДУЭЛЬНОГО ФЕХТОВАНИЯ,МОО ДФ,1126600004420,2
"НЕКОММЕРЧЕСКОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДОМ ЗАНИМАТЕЛЬНОЙ НАУКИ""","НЧУДО ""ДЗН""",1152500001664,5
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""АЗЫ""","АНО ЦДО ""АЗЫ""",1182468043130,5
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ПЕРСПЕКТИВА""","АНО ДО ""ПЕРСПЕКТИВА""",1115500002144,5
АССОЦИАЦИЯ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ КАЛИНИНГРАДСКОЙ ОБЛАСТИ,АОУ КАЛИНИНГРАДСКОЙ ОБЛАСТИ,1133926045043,5
"СТАНИЧНОЕ КАЗАЧЬЕ ОБЩЕСТВО ""ДУБОВСКИЙ ЮРТ"" ОКРУЖНОГО КАЗАЧЬЕГО ОБЩЕСТВА ""ВОЛГОГРАДСКИЙ КАЗАЧИЙ ОКРУГ"" ВОЙСКОВОГО КАЗАЧЬЕГО ОБЩЕСТВА ""ВСЕВЕЛИКОЕ ВОЙСКО ДОНСКОЕ""","СКО ""ДУБОВСКИЙ ЮРТ""",1023405367083,4
"НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО ""ТОМСКАЯ АССОЦИАЦИЯ МАРКЕТИНГА ТЕРРИТОРИЙ""","НП ""ТАМТ""",1127000001732,5
"БЛАГОТВОРИТЕЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ФОНД ""ЦИВИЛИЗАЦИЯ""","БЭФ ""ЦИВИЛИЗАЦИЯ""",1185275030544,9
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ БЛАГОТВОРИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""РЕГИОНАЛЬНЫЙ КРИЗИСНЫЙ ЦЕНТР ЗАЩИТЫ СЕМЬИ, МАТЕРИНСТВА И ДЕТСТВА ""МАГНИТОГОРСКИЙ ДОМ ДЛЯ МАМЫ""","АНО ""МАГНИТОГОРСКИЙ ДОМ ДЛЯ МАМЫ""",1187400000776,3
ФОНД ПАМЯТИ СИБИРЯКОВ,ФОНД ПАМЯТИ СИБИРЯКОВ,1183850008924,7
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ЦЕНТР СОДЕЙСТВИЯ РАЗВИТИЮ ЭВЕНКИЙСКОЙ КУЛЬТУРЫ ""ХЭГЛЭН""",,1130327017215,6
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР РАЗВИТИЯ СЕМЬИ ""СЧАСТЛИВАЯ МАМА""","АНО ""СЧАСТЛИВАЯ МАМА""",1208600000080,3
"ПЕРМСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ОБЩЕСТВО ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ ПУБЛИЧНЫХ УСЛУГ""","ПРОО ""ОБЩЕСТВО ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ ПУБЛИЧНЫХ УСЛУГ""",1035900011960,1
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ПОМОЩИ И ПОДДЕРЖКИ ЛЮДЯМ, ПОПАВШИМ В ТРУДНУЮ ЖИЗНЕННУЮ СИТУАЦИЮ ""КОЛОРИТ""","АНО ЦПП ""КОЛОРИТ""",1195543002676,3
"КРАСНОДАРСКОЕ КРАЕВОЕ ОТДЕЛЕНИЕ ИМЕНИ И.Б. ПЕТУХОВА ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""СОВЕТ ОБЩЕСТВЕННЫХ НАБЛЮДАТЕЛЬНЫХ КОМИССИЙ""","ККО ИМ. И.Б. ПЕТУХОВА ООО ""СОВЕТ ОНК""",1122300001020,8
"ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД ""ЮНИОР ПАРК""","ЧДОУ ""ДЕТСКИЙ САД ""ЮНИОР ПАРК""",1151690083181,6
ФОНД БОРЬБЫ С ИНСУЛЬТОМ ОРБИ,ФОНД ОРБИ,1107799030349,2
"НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО ""РУССКОЕ АРФОВОЕ ОБЩЕСТВО""","НП ""РУССКОЕ АРФОВОЕ ОБЩЕСТВО""",1047796945283,6
"АССОЦИАЦИЯ ""НЕГОСУДАРСТВЕННЫЕ ОБРАЗОВАТЕЛЬНЫЕ ОРГАНИЗАЦИИ САХАЛИНСКОЙ ОБЛАСТИ""","АССОЦИАЦИЯ ""НООСО""",1166500050090,2
"РОСТОВСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПО ОБЪЕДИНЕНИЮ УЛИЧНЫХ КУЛЬТУР ""МУВ (ДВИЖЕНИЕ)""","РРООУК ""МУВ (ДВИЖЕНИЕ)""",1136100006701,2
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ КРАСНОЯРСКОГО КРАЯ ПО СОДЕЙСТВИЮ ПРОСВЕЩЕНИЮ ""ОБЪЕДИНЕНИЕ ""НОВАЯ СРЕДА""","РОО КК СП ""ОБЪЕДИНЕНИЕ ""НОВАЯ СРЕДА""",1182468052293,5
АССОЦИАЦИЯ ПРЕДПРИНИМАТЕЛЕЙ Г.ДАВЛЕКАНОВО,АПД,1160280121430,4
"ФОНД ЗАЩИТЫ СИРОТ И ЛИЦ, НАХОДЯЩИХСЯ В ТРУДНОЙ ЖИЗНЕННОЙ СИТУАЦИИ, ""НАМ ПО ПУТИ""","ФОНД ""НАМ ПО ПУТИ""",1161513056264,3
"САРАТОВСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОМОЩИ БОЛЬНЫМ ОНКОЛОГИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ ""ЖИЗНЬ""","СРОО ""ЖИЗНЬ""",1156451016116,2
"МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ТЕРРИТОРИАЛЬНОЕ ОБЩЕСТВЕННОЕ САМОУПРАВЛЕНИЕ ""ГАГАРИНЕЦ"" ГОРОДСКОГО ОКРУГА-ГОРОД КАМЫШИН","МОО ТОС ""ГАГАРИНЕЦ""",1153443031092,2
АССОЦИАЦИЯ РАЗВИТИЯ ЕСТЕСТВЕННОГО ПЧЕЛОВОДСТВА,АССОЦИАЦИЯ ЕСТЕСТВЕННОГО ПЧЕЛОВОДСТВА,1195000000689,9
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ПОДДЕРЖКИ ГРАЖДАНСКИХ ИНИЦИАТИВ""","АНО ""ЦПГИ""",1187400000479,2
РЕСПУБЛИКАНСКАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ВЫСШЕЙ ШКОЛЫ,РПОВШ,1020400001016,2
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР СОЦИАЛЬНОЙ ПОМОЩИ ""ЖИЗНЬ""","АНО ""ЖИЗНЬ""",1107400000949,1
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОМОЩИ ЛИЦАМ, ПОПАВШИМ В ТРУДНУЮ ЖИЗНЕННУЮ СИТУАЦИЮ ""ПРИЮТ НАДЕЖДА"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)","РОО ""ПРИЮТ НАДЕЖДА""",1171447014947,1
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ЗЕЛЕНЫЙ ТЕАТР""","БФ ""ЗЕЛЕНЫЙ ТЕАТР""",1167400052555,9
НЕКОММЕРЧЕСКИЙ ФОНД ПОДДЕРЖКИ ЛЫЖНОГО СПОРТА ИМЕНИ ОЛИМПИЙСКОГО ЧЕМПИОНА АЛЕКСЕЯ ПРОКУРОРОВА,ФОНД ИМ. ОЛИМПИЙСКОГО ЧЕМПИОНА АЛЕКСЕЯ ПРОКУРОРОВА,1093300000155,2
"АРМАВИРСКАЯ ГОРОДСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ОСОБЕННЫЙ РЕБЕНОК"" (ОБЩЕСТВО ПОМОЩИ ДЕТЯМ С СИНДРОМОМ ДАУНА)","АГОО ""ОСОБЕННЫЙ РЕБЕНОК""",1092300003036,3
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""МУЗЕЙНО-ВЫСТАВОЧНЫЙ ЦЕНТР КОСТРОМСКОГО ОТДЕЛЕНИЯ РГО""","АНО ""МУЗЕЙНО-ВЫСТАВОЧНЫЙ ЦЕНТР КОСТРОМСКОГО ОТДЕЛЕНИЯ РГО""",1184400000014,9
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЯМАЛЬСКОЕМОТО БРАТСТВО""","АНО ""ЯМБ""",1158900000270,2
"ТВЕРСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПО ЗАЩИТЕ ИНТЕРЕСОВ МНОГОДЕТНЫХ СЕМЕЙ ""СОВЕТ МНОГОДЕТНЫХ СЕМЕЙ""","ТРОО ""СОВЕТ МНОГОДЕТНЫХ СЕМЕЙ""",1136900001809,3
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР РАЗВИТИЯ ИНДУСТРИИ КРАСОТЫ И ЗДОРОВЬЯ""","АНО ""ЦЕНТР РАЗВИТИЯ ИНДУСТРИИ КРАСОТЫ И ЗДОРОВЬЯ"" АНО ""ЦЕНТР РИКИЗ""",1183100000500,2
